Date,Symbol,Shares,PriceOnDate
2017-01-01,XLV,96,68.94000244140625
2017-02-01,AAPL,66,32.1875
2017-02-01,ABBV,62,60.88999938964844
2017-02-01,BAC,131,22.889999389648438
2017-02-01,COST,61,161.86000061035156
2017-02-01,EURUSD=X,169,1.0803803205490112
2017-02-01,META,97,133.22999572753906
2017-02-01,GBPUSD=X,86,1.2589701414108276
2017-02-01,GOOGL,54,40.762001037597656
2017-02-01,GS,148,230.6699981689453
2017-02-01,INTC,61,36.52000045776367
2017-02-01,JNJ,136,113.2300033569336
2017-02-01,JPM,223,84.94999694824219
2017-02-01,JPYUSD=X,204,0.008869730867445469
2017-02-01,KO,149,41.2599983215332
2017-02-01,MS,119,42.70000076293945
2017-02-01,MSFT,203,63.58000183105469
2017-02-01,NVDA,179,2.848750114440918
2017-02-01,PFE,220,30.04743766784668
2017-02-01,PG,244,87.33000183105469
2017-02-01,QQQ,53,125.43000030517578
2017-02-01,SPY,209,227.6199951171875
2017-02-01,UNH,123,162.7100067138672
2017-02-01,VUG,138,115.83999633789062
2017-02-01,WMT,115,22.07666778564453
2017-02-01,XLF,99,23.34000015258789
2017-02-01,XLV,96,71.12999725341797
2017-03-01,AAPL,66,34.9474983215332
2017-03-01,ABBV,62,62.83000183105469
2017-03-01,BAC,131,25.5
2017-03-01,COST,61,177.86000061035156
2017-03-01,EURUSD=X,169,1.0569148063659668
2017-03-01,META,97,137.4199981689453
2017-03-01,GBPUSD=X,86,1.2378076314926147
2017-03-01,GOOGL,54,42.837501525878906
2017-03-01,GS,148,252.7100067138672
2017-03-01,INTC,61,35.93000030517578
2017-03-01,JNJ,136,123.86000061035156
2017-03-01,JPM,223,93.5999984741211
2017-03-01,JPYUSD=X,204,0.008843530900776386
2017-03-01,KO,149,42.15999984741211
2017-03-01,MS,119,46.810001373291016
2017-03-01,MSFT,203,64.94000244140625
2017-03-01,NVDA,179,2.5697500705718994
2017-03-01,PFE,220,32.65654754638672
2017-03-01,PG,244,91.66000366210938
2017-03-01,QQQ,53,131.44000244140625
2017-03-01,SPY,209,239.77999877929688
2017-03-01,UNH,123,167.94000244140625
2017-03-01,VUG,138,121.95999908447266
2017-03-01,WMT,115,23.483333587646484
2017-03-01,XLF,99,25.239999771118164
2017-03-01,XLV,96,75.73999786376953
2017-04-01,AAPL,66,35.915000915527344
2017-04-01,ABBV,62,65.16000366210938
2017-04-01,BAC,131,23.59000015258789
2017-04-01,COST,61,167.69000244140625
2017-04-01,EURUSD=X,169,1.0687072277069092
2017-04-01,META,97,142.0500030517578
2017-04-01,GBPUSD=X,86,1.2478474378585815
2017-04-01,GOOGL,54,42.38999938964844
2017-04-01,GS,148,229.72000122070312
2017-04-01,INTC,61,36.06999969482422
2017-04-01,JNJ,136,124.55000305175781
2017-04-01,JPM,244,87.83999633789062
2017-04-01,JPYUSD=X,204,0.008946464397013187
2017-04-01,KO,149,42.439998626708984
2017-04-01,MS,119,42.84000015258789
2017-04-01,MSFT,203,65.86000061035156
2017-04-01,NVDA,179,2.723249912261963
2017-04-01,PFE,220,32.457305908203125
2017-04-01,PG,244,89.8499984741211
2017-04-01,QQQ,53,132.3800048828125
2017-04-01,SPY,209,235.74000549316406
2017-04-01,UNH,123,164.00999450683594
2017-04-01,VUG,138,121.66000366210938
2017-04-01,WMT,115,24.02666664123535
2017-04-01,XLF,99,23.729999542236328
2017-04-01,XLV,96,74.36000061035156
2017-05-01,AAPL,202,36.64500045776367
2017-05-01,ABBV,62,66.4800033569336
2017-05-01,BAC,131,23.610000610351562
2017-05-01,COST,61,177.86000061035156
2017-05-01,EURUSD=X,169,1.0907504558563232
2017-05-01,META,97,152.4600067138672
2017-05-01,GBPUSD=X,86,1.2931592464447021
2017-05-01,GOOGL,54,46.64099884033203
2017-05-01,GS,148,224.85000610351562
2017-05-01,INTC,61,36.310001373291016
2017-05-01,JNJ,136,123.33999633789062
2017-05-01,JPM,244,87.05999755859375
2017-05-01,JPYUSD=X,204,0.008984564803540707
2017-05-01,KO,149,43.220001220703125
2017-05-01,MS,119,43.7400016784668
2017-05-01,MSFT,203,69.41000366210938
2017-05-01,NVDA,179,2.6659998893737793
2017-05-01,PFE,220,32.04933547973633
2017-05-01,PG,244,87.08999633789062
2017-05-01,QQQ,53,137.1999969482422
2017-05-01,SPY,209,238.67999267578125
2017-05-01,UNH,123,174.58999633789062
2017-05-01,VUG,138,124.98999786376953
2017-05-01,WMT,115,25.07666778564453
2017-05-01,XLF,99,23.68000030517578
2017-05-01,XLV,96,75.66999816894531
2017-06-01,AAPL,202,38.29499816894531
2017-06-01,ABBV,62,66.70999908447266
2017-06-01,BAC,131,22.6299991607666
2017-06-01,COST,61,180.6300048828125
2017-06-01,EURUSD=X,169,1.1243535280227661
2017-06-01,META,97,151.52999877929688
2017-06-01,GBPUSD=X,86,1.2875481843948364
2017-06-01,GOOGL,54,49.41450119018555
2017-06-01,GS,148,215.00999450683594
2017-06-01,INTC,244,36.119998931884766
2017-06-01,JNJ,136,128.77999877929688
2017-06-01,JPM,244,83.05999755859375
2017-06-01,JPYUSD=X,204,0.009025597013533115
2017-06-01,KO,149,45.790000915527344
2017-06-01,MS,119,42.61000061035156
2017-06-01,MSFT,203,70.0999984741211
2017-06-01,NVDA,179,3.6089999675750732
2017-06-01,PFE,220,31.034156799316406
2017-06-01,PG,244,88.12999725341797
2017-06-01,QQQ,53,141.83999633789062
2017-06-01,SPY,209,243.36000061035156
2017-06-01,UNH,123,179.5800018310547
2017-06-01,VUG,138,128.8800048828125
2017-06-01,WMT,115,26.60333251953125
2017-06-01,XLF,99,23.540000915527344
2017-06-01,XLV,96,76.91999816894531
2017-07-01,AAPL,202,36.005001068115234
2017-07-01,ABBV,62,72.51000213623047
2017-07-01,BAC,131,24.260000228881836
2017-07-01,COST,61,159.92999267578125
2017-07-01,EURUSD=X,169,1.144164800643921
2017-07-01,META,97,150.97999572753906
2017-07-01,GBPUSD=X,86,1.3011176586151123
2017-07-01,GOOGL,54,46.48400115966797
2017-07-01,GS,174,221.89999389648438
2017-07-01,INTC,244,33.7400016784668
2017-07-01,JNJ,136,132.2899932861328
2017-07-01,JPM,244,91.4000015258789
2017-07-01,JPYUSD=X,204,0.008927853778004646
2017-07-01,KO,149,44.849998474121094
2017-07-01,MS,119,44.560001373291016
2017-07-01,MSFT,203,68.93000030517578
2017-07-01,NVDA,179,3.614000082015991
2017-07-01,PFE,220,31.869070053100586
2017-07-01,PG,244,87.1500015258789
2017-07-01,QQQ,53,137.63999938964844
2017-07-01,SPY,134,241.8000030517578
2017-07-01,UNH,123,185.4199981689453
2017-07-01,VUG,138,127.04000091552734
2017-07-01,WMT,115,25.226667404174805
2017-07-01,XLF,99,24.670000076293945
2017-07-01,XLV,96,79.23999786376953
2017-08-01,AAPL,202,37.51250076293945
2017-08-01,ABBV,62,70.37999725341797
2017-08-01,BAC,131,24.450000762939453
2017-08-01,COST,61,159.72000122070312
2017-08-01,EURUSD=X,169,1.182410478591919
2017-08-01,META,97,169.86000061035156
2017-08-01,GBPUSD=X,86,1.3195397853851318
2017-08-01,GOOGL,150,47.327999114990234
2017-08-01,GS,174,227.0
2017-08-01,INTC,244,36.349998474121094
2017-08-01,JNJ,136,132.50999450683594
2017-08-01,JPM,244,93.02999877929688
2017-08-01,JPYUSD=X,204,0.009061336517333984
2017-08-01,KO,149,45.70000076293945
2017-08-01,MS,119,47.209999084472656
2017-08-01,MSFT,203,72.58000183105469
2017-08-01,NVDA,179,4.112249851226807
2017-08-01,PFE,220,31.38519859313965
2017-08-01,PG,244,91.0999984741211
2017-08-01,QQQ,53,143.55999755859375
2017-08-01,SPY,134,247.32000732421875
2017-08-01,UNH,123,192.22999572753906
2017-08-01,VUG,138,130.5500030517578
2017-08-01,WMT,115,26.833332061767578
2017-08-01,XLF,99,25.270000457763672
2017-08-01,XLV,96,79.70999908447266
2017-09-01,AAPL,202,41.01250076293945
2017-09-01,ABBV,62,75.41999816894531
2017-09-01,BAC,131,24.09000015258789
2017-09-01,COST,61,158.24000549316406
2017-09-01,EURUSD=X,169,1.1910432577133179
2017-09-01,META,97,172.02000427246094
2017-09-01,GBPUSD=X,86,1.2941633462905884
2017-09-01,GOOGL,150,47.5994987487793
2017-09-01,GS,174,225.8800048828125
2017-09-01,INTC,244,35.09000015258789
2017-09-01,JNJ,136,131.02999877929688
2017-09-01,JPM,244,91.69999694824219
2017-09-01,JPYUSD=X,204,0.009080260992050171
2017-09-01,KO,149,45.779998779296875
2017-09-01,MS,119,46.189998626708984
2017-09-01,MSFT,203,73.94000244140625
2017-09-01,NVDA,179,4.261499881744385
2017-09-01,PFE,220,32.220115661621094
2017-09-01,PG,244,92.52999877929688
2017-09-01,QQQ,53,146.0
2017-09-01,SPY,134,247.83999633789062
2017-09-01,UNH,123,199.75
2017-09-01,VUG,138,131.9499969482422
2017-09-01,WMT,115,26.123332977294922
2017-09-01,XLF,99,24.770000457763672
2017-09-01,XLV,96,81.2300033569336
2017-10-01,AAPL,202,38.529998779296875
2017-10-01,ABBV,62,88.86000061035156
2017-10-01,BAC,131,25.34000015258789
2017-10-01,COST,61,164.2899932861328
2017-10-01,EURUSD=X,169,1.178175449371338
2017-10-01,META,97,170.8699951171875
2017-10-01,GBPUSD=X,86,1.343021035194397
2017-10-01,GOOGL,150,48.68600082397461
2017-10-01,GS,174,237.19000244140625
2017-10-01,INTC,244,38.08000183105469
2017-10-01,JNJ,136,130.00999450683594
2017-10-01,JPM,244,95.51000213623047
2017-10-01,JPYUSD=X,219,0.008891496807336807
2017-10-01,KO,149,45.0099983215332
2017-10-01,MS,119,48.16999816894531
2017-10-01,MSFT,203,74.48999786376953
2017-10-01,NVDA,179,4.469250202178955
2017-10-01,PFE,220,33.870967864990234
2017-10-01,PG,244,90.9800033569336
2017-10-01,QQQ,53,145.4499969482422
2017-10-01,SPY,134,251.22999572753906
2017-10-01,UNH,123,195.85000610351562
2017-10-01,VUG,138,132.75
2017-10-01,WMT,115,26.046667098999023
2017-10-01,XLF,99,25.860000610351562
2017-10-01,XLV,96,81.7300033569336
2017-11-01,AAPL,202,41.72249984741211
2017-11-01,ABBV,62,92.44000244140625
2017-11-01,BAC,131,27.530000686645508
2017-11-01,COST,61,162.69000244140625
2017-11-01,EURUSD=X,169,1.165175199508667
2017-11-01,META,97,182.66000366210938
2017-11-01,GBPUSD=X,86,1.3292216062545776
2017-11-01,GOOGL,150,52.130001068115234
2017-11-01,GS,174,244.25999450683594
2017-11-01,INTC,126,46.709999084472656
2017-11-01,JNJ,136,139.97999572753906
2017-11-01,JPM,244,100.91999816894531
2017-11-01,JPYUSD=X,219,0.00879894383251667
2017-11-01,KO,149,45.79999923706055
2017-11-01,MS,119,49.630001068115234
2017-11-01,MSFT,203,83.18000030517578
2017-11-01,NVDA,179,5.179999828338623
2017-11-01,PFE,220,33.45351028442383
2017-11-01,PG,244,86.88999938964844
2017-11-01,QQQ,53,152.10000610351562
2017-11-01,SPY,138,257.489990234375
2017-11-01,UNH,123,209.52999877929688
2017-11-01,VUG,138,136.5800018310547
2017-11-01,WMT,115,29.31333351135254
2017-11-01,XLF,99,26.639999389648438
2017-11-01,XLV,96,81.30999755859375
2017-12-01,AAPL,202,42.76250076293945
2017-12-01,ABBV,62,96.31999969482422
2017-12-01,BAC,131,28.100000381469727
2017-12-01,COST,61,185.1300048828125
2017-12-01,EURUSD=X,169,1.1898245811462402
2017-12-01,META,97,175.10000610351562
2017-12-01,GBPUSD=X,170,1.3529969453811646
2017-12-01,GOOGL,150,51.253501892089844
2017-12-01,GS,174,248.9499969482422
2017-12-01,INTC,126,44.68000030517578
2017-12-01,JNJ,167,139.97999572753906
2017-12-01,JPM,244,104.79000091552734
2017-12-01,JPYUSD=X,219,0.008884466253221035
2017-12-01,KO,149,45.970001220703125
2017-12-01,MS,101,51.95000076293945
2017-12-01,MSFT,203,84.26000213623047
2017-12-01,NVDA,179,4.941999912261963
2017-12-01,PFE,220,34.487667083740234
2017-12-01,PG,244,90.36000061035156
2017-12-01,QQQ,53,154.49000549316406
2017-12-01,SPY,220,264.4599914550781
2017-12-01,UNH,123,226.77999877929688
2017-12-01,VUG,138,139.5
2017-12-01,WMT,115,32.45000076293945
2017-12-01,XLF,99,27.579999923706055
2017-12-01,XLV,96,83.30000305175781
2018-01-01,AAPL,202,42.307498931884766
2018-01-01,ABBV,62,96.70999908447266
2018-01-01,BAC,131,29.520000457763672
2018-01-01,COST,61,186.1199951171875
2018-01-01,EURUSD=X,169,1.200494647026062
2018-01-01,META,97,176.4600067138672
2018-01-01,GBPUSD=X,170,1.351607084274292
2018-01-01,GOOGL,150,52.66999816894531
2018-01-01,GS,174,254.75999450683594
2018-01-01,INTC,126,46.15999984741211
2018-01-01,JNJ,167,139.72000122070312
2018-01-01,JPM,244,106.94000244140625
2018-01-01,JPYUSD=X,219,0.008875791914761066
2018-01-01,KO,149,45.880001068115234
2018-01-01,MS,101,52.470001220703125
2018-01-01,MSFT,203,85.54000091552734
2018-01-01,NVDA,179,4.837500095367432
2018-01-01,PFE,220,34.36432647705078
2018-01-01,PG,244,91.87999725341797
2018-01-01,QQQ,53,155.75999450683594
2018-01-01,SPY,220,266.8599853515625
2018-01-01,UNH,123,220.4600067138672
2018-01-01,VUG,138,140.64999389648438
2018-01-01,WMT,115,32.91666793823242
2018-01-01,XLF,99,27.90999984741211
2018-01-01,XLV,96,82.68000030517578
2018-02-01,AAPL,202,41.94499969482422
2018-02-01,ABBV,62,116.33999633789062
2018-02-01,BAC,131,32.5
2018-02-01,COST,61,193.47000122070312
2018-02-01,EURUSD=X,169,1.241865873336792
2018-02-01,META,97,193.08999633789062
2018-02-01,GBPUSD=X,170,1.420051097869873
2018-02-01,GOOGL,150,59.079498291015625
2018-02-01,GS,174,272.2300109863281
2018-02-01,INTC,126,47.650001525878906
2018-02-01,JNJ,167,140.02000427246094
2018-02-01,JPM,244,116.87000274658203
2018-02-01,JPYUSD=X,219,0.009157425723969936
2018-02-01,KO,149,47.45000076293945
2018-02-01,MS,101,57.45000076293945
2018-02-01,MSFT,203,94.26000213623047
2018-02-01,NVDA,179,6.012499809265137
2018-02-01,PFE,220,34.94307327270508
2018-02-01,PG,244,85.8499984741211
2018-02-01,QQQ,53,167.9600067138672
2018-02-01,SPY,220,281.5799865722656
2018-02-01,UNH,123,235.22000122070312
2018-02-01,VUG,138,149.6699981689453
2018-02-01,WMT,115,35.17333221435547
2018-02-01,XLF,99,30.020000457763672
2018-02-01,XLV,96,88.12999725341797
2018-03-01,AAPL,202,43.75
2018-03-01,ABBV,62,113.83999633789062
2018-03-01,BAC,131,31.479999542236328
2018-03-01,COST,61,189.02999877929688
2018-03-01,EURUSD=X,169,1.2191256284713745
2018-03-01,META,97,175.94000244140625
2018-03-01,GBPUSD=X,170,1.375421166419983
2018-03-01,GOOGL,150,53.570499420166016
2018-03-01,GS,174,256.7799987792969
2018-03-01,INTC,126,47.84000015258789
2018-03-01,JNJ,167,127.27999877929688
2018-03-01,JPM,244,113.43000030517578
2018-03-01,JPYUSD=X,219,0.009377344511449337
2018-03-01,KO,149,43.43000030517578
2018-03-01,MS,101,54.4900016784668
2018-03-01,MSFT,203,92.8499984741211
2018-03-01,NVDA,179,5.80525016784668
2018-03-01,PFE,159,33.8045539855957
2018-03-01,PG,184,78.69999694824219
2018-03-01,QQQ,53,164.47999572753906
2018-03-01,SPY,220,267.70001220703125
2018-03-01,UNH,123,224.4499969482422
2018-03-01,VUG,138,143.9199981689453
2018-03-01,WMT,115,29.69333267211914
2018-03-01,XLF,99,28.3700008392334
2018-03-01,XLV,96,82.80000305175781
2018-04-01,AAPL,202,41.94499969482422
2018-04-01,ABBV,62,94.6500015258789
2018-04-01,BAC,131,29.989999771118164
2018-04-01,COST,61,188.42999267578125
2018-04-01,EURUSD=X,169,1.2302846908569336
2018-04-01,META,97,159.7899932861328
2018-04-01,GBPUSD=X,170,1.4029377698898315
2018-04-01,GOOGL,150,51.856998443603516
2018-04-01,GS,174,251.86000061035156
2018-04-01,INTC,126,52.08000183105469
2018-04-01,JNJ,167,128.14999389648438
2018-04-01,JPM,244,109.97000122070312
2018-04-01,JPYUSD=X,219,0.009391523897647858
2018-04-01,KO,149,43.43000030517578
2018-04-01,MS,101,53.959999084472656
2018-04-01,MSFT,203,91.2699966430664
2018-04-01,NVDA,179,5.789750099182129
2018-04-01,PFE,159,33.67172622680664
2018-04-01,PG,184,79.27999877929688
2018-04-01,QQQ,53,160.1300048828125
2018-04-01,SPY,220,263.1499938964844
2018-04-01,UNH,123,214.0
2018-04-01,VUG,138,141.8800048828125
2018-04-01,WMT,115,29.656667709350586
2018-04-01,XLF,99,27.56999969482422
2018-04-01,XLV,96,81.4000015258789
2018-05-01,AAPL,202,42.275001525878906
2018-05-01,ABBV,62,102.06999969482422
2018-05-01,BAC,131,29.950000762939453
2018-05-01,COST,61,196.5500030517578
2018-05-01,EURUSD=X,169,1.2081234455108643
2018-05-01,META,97,173.86000061035156
2018-05-01,GBPUSD=X,170,1.3772207498550415
2018-05-01,GOOGL,150,52.037498474121094
2018-05-01,GS,174,236.6699981689453
2018-05-01,INTC,126,53.33000183105469
2018-05-01,JNJ,167,126.01000213623047
2018-05-01,JPM,244,108.77999877929688
2018-05-01,JPYUSD=X,219,0.00914720632135868
2018-05-01,KO,149,42.59000015258789
2018-05-01,MS,101,51.810001373291016
2018-05-01,MSFT,203,95.0
2018-05-01,NVDA,179,5.678500175476074
2018-05-01,PFE,159,33.58633804321289
2018-05-01,PG,184,71.95999908447266
2018-05-01,QQQ,53,162.77999877929688
2018-05-01,SPY,220,264.9800109863281
2018-05-01,UNH,123,236.85000610351562
2018-05-01,VUG,138,143.2100067138672
2018-05-01,WMT,115,29.136667251586914
2018-05-01,XLF,99,27.459999084472656
2018-05-01,XLV,96,82.22000122070312
2018-06-01,AAPL,190,47.560001373291016
2018-06-01,ABBV,106,98.05000305175781
2018-06-01,BAC,131,29.399999618530273
2018-06-01,COST,245,197.1300048828125
2018-06-01,EURUSD=X,169,1.1693171262741089
2018-06-01,META,97,193.99000549316406
2018-06-01,GBPUSD=X,170,1.3289390802383423
2018-06-01,GOOGL,150,56.75
2018-06-01,GS,174,228.35000610351562
2018-06-01,INTC,126,57.08000183105469
2018-06-01,JNJ,167,121.26000213623047
2018-06-01,JPM,244,108.4000015258789
2018-06-01,JPYUSD=X,219,0.009195487014949322
2018-06-01,KO,149,43.119998931884766
2018-06-01,MS,101,51.209999084472656
2018-06-01,MSFT,203,100.79000091552734
2018-06-01,NVDA,179,6.440499782562256
2018-06-01,PFE,159,34.39278793334961
2018-06-01,PG,136,73.44999694824219
2018-06-01,QQQ,53,172.74000549316406
2018-06-01,SPY,220,273.6000061035156
2018-06-01,UNH,123,243.35000610351562
2018-06-01,VUG,138,150.2899932861328
2018-06-01,WMT,115,27.663333892822266
2018-06-01,XLF,99,27.479999542236328
2018-06-01,XLV,96,83.36000061035156
2018-07-01,AAPL,190,46.27750015258789
2018-07-01,ABBV,106,92.6500015258789
2018-07-01,BAC,86,28.190000534057617
2018-07-01,COST,245,208.97999572753906
2018-07-01,EURUSD=X,169,1.1562966108322144
2018-07-01,META,97,194.32000732421875
2018-07-01,GBPUSD=X,170,1.3075141906738281
2018-07-01,GOOGL,150,56.45949935913086
2018-07-01,GS,174,220.57000732421875
2018-07-01,INTC,126,49.709999084472656
2018-07-01,JNJ,167,121.33999633789062
2018-07-01,JPM,244,104.19999694824219
2018-07-01,JPYUSD=X,219,0.009050920605659485
2018-07-01,KO,149,43.86000061035156
2018-07-01,MS,101,47.400001525878906
2018-07-01,MSFT,203,98.61000061035156
2018-07-01,NVDA,179,5.922500133514404
2018-07-01,PFE,159,34.4212532043457
2018-07-01,PG,136,78.05999755859375
2018-07-01,QQQ,53,171.64999389648438
2018-07-01,SPY,220,271.2799987792969
2018-07-01,UNH,123,245.33999633789062
2018-07-01,VUG,138,149.80999755859375
2018-07-01,WMT,115,28.549999237060547
2018-07-01,XLF,99,26.59000015258789
2018-07-01,XLV,96,83.45999908447266
2018-08-01,AAPL,190,50.375
2018-08-01,ABBV,106,93.91000366210938
2018-08-01,BAC,86,31.25
2018-08-01,COST,245,217.1300048828125
2018-08-01,EURUSD=X,169,1.168961763381958
2018-08-01,META,97,171.64999389648438
2018-08-01,GBPUSD=X,170,1.3121638298034668
2018-08-01,GOOGL,150,61.64950180053711
2018-08-01,GS,174,236.0399932861328
2018-08-01,INTC,126,48.810001373291016
2018-08-01,JNJ,167,132.63999938964844
2018-08-01,JPM,244,115.66000366210938
2018-08-01,JPYUSD=X,219,0.00894390419125557
2018-08-01,KO,149,46.38999938964844
2018-08-01,MS,101,50.18000030517578
2018-08-01,MSFT,203,106.27999877929688
2018-08-01,NVDA,179,6.161749839782715
2018-08-01,PFE,159,38.20683288574219
2018-08-01,PG,136,80.6500015258789
2018-08-01,QQQ,53,177.1199951171875
2018-08-01,SPY,220,280.8599853515625
2018-08-01,UNH,123,253.3699951171875
2018-08-01,VUG,138,153.97999572753906
2018-08-01,WMT,115,29.413333892822266
2018-08-01,XLF,99,27.950000762939453
2018-08-01,XLV,96,88.94999694824219
2018-09-01,AAPL,56,56.907501220703125
2018-09-01,ABBV,106,95.9800033569336
2018-09-01,BAC,86,30.93000030517578
2018-09-01,COST,245,233.1300048828125
2018-09-01,EURUSD=X,169,1.1664663553237915
2018-09-01,META,97,175.72999572753906
2018-09-01,GBPUSD=X,170,1.301100730895996
2018-09-01,GOOGL,113,61.59000015258789
2018-09-01,GS,174,237.80999755859375
2018-09-01,INTC,126,48.43000030517578
2018-09-01,JNJ,167,134.69000244140625
2018-09-01,JPM,244,114.58000183105469
2018-09-01,JPYUSD=X,219,0.00900909025222063
2018-09-01,KO,149,44.56999969482422
2018-09-01,MS,211,48.83000183105469
2018-09-01,MSFT,203,112.33000183105469
2018-09-01,NVDA,179,7.017000198364258
2018-09-01,PFE,207,39.39278793334961
2018-09-01,PG,136,82.94999694824219
2018-09-01,QQQ,53,186.64999389648438
2018-09-01,SPY,220,290.30999755859375
2018-09-01,UNH,123,268.4599914550781
2018-09-01,VUG,138,160.74000549316406
2018-09-01,WMT,115,31.953332901000977
2018-09-01,XLF,99,28.329999923706055
2018-09-01,XLV,96,92.77999877929688
2018-10-01,AAPL,56,56.814998626708984
2018-10-01,ABBV,106,95.0
2018-10-01,BAC,86,29.649999618530273
2018-10-01,COST,245,234.64999389648438
2018-10-01,EURUSD=X,169,1.1605371236801147
2018-10-01,META,97,162.44000244140625
2018-10-01,GBPUSD=X,170,1.3039000034332275
2018-10-01,GOOGL,113,60.42649841308594
2018-10-01,GS,174,225.3300018310547
2018-10-01,INTC,126,46.45000076293945
2018-10-01,JNJ,167,139.69000244140625
2018-10-01,JPM,244,113.5
2018-10-01,JPYUSD=X,219,0.008787655271589756
2018-10-01,KO,149,46.22999954223633
2018-10-01,MS,211,46.630001068115234
2018-10-01,MSFT,115,115.61000061035156
2018-10-01,NVDA,142,7.234000205993652
2018-10-01,PFE,207,42.00189971923828
2018-10-01,PG,136,83.66999816894531
2018-10-01,QQQ,53,186.1699981689453
2018-10-01,SPY,220,291.7300109863281
2018-10-01,UNH,123,269.1000061035156
2018-10-01,VUG,138,161.4199981689453
2018-10-01,WMT,115,31.46666717529297
2018-10-01,XLF,99,27.690000534057617
2018-10-01,XLV,96,95.62000274658203
2018-11-01,AAPL,56,55.55500030517578
2018-11-01,ABBV,106,80.20999908447266
2018-11-01,BAC,86,27.809999465942383
2018-11-01,COST,97,229.60000610351562
2018-11-01,EURUSD=X,73,1.1316697597503662
2018-11-01,META,97,151.75
2018-11-01,GBPUSD=X,170,1.276943564414978
2018-11-01,GOOGL,113,54.29899978637695
2018-11-01,GS,174,226.97000122070312
2018-11-01,INTC,126,48.220001220703125
2018-11-01,JNJ,167,140.82000732421875
2018-11-01,JPM,244,108.9800033569336
2018-11-01,JPYUSD=X,219,0.008861241862177849
2018-11-01,KO,149,47.7400016784668
2018-11-01,MS,211,45.88999938964844
2018-11-01,MSFT,115,105.91999816894531
2018-11-01,NVDA,142,5.452750205993652
2018-11-01,PFE,207,41.43263626098633
2018-11-01,PG,136,89.58999633789062
2018-11-01,QQQ,53,172.05999755859375
2018-11-01,SPY,220,273.510009765625
2018-11-01,UNH,215,260.92999267578125
2018-11-01,VUG,138,148.72000122070312
2018-11-01,WMT,204,33.526668548583984
2018-11-01,XLF,99,26.399999618530273
2018-11-01,XLV,96,89.81999969482422
2018-12-01,AAPL,56,44.64500045776367
2018-12-01,ABBV,106,94.2699966430664
2018-12-01,BAC,86,28.399999618530273
2018-12-01,COST,97,231.27999877929688
2018-12-01,EURUSD=X,73,1.1392766237258911
2018-12-01,META,97,140.61000061035156
2018-12-01,GBPUSD=X,170,1.2784454822540283
2018-12-01,GOOGL,113,55.48249816894531
2018-12-01,GS,174,190.69000244140625
2018-12-01,INTC,126,49.310001373291016
2018-12-01,JNJ,167,146.89999389648438
2018-12-01,JPM,244,111.19000244140625
2018-12-01,JPYUSD=X,219,0.008817486464977264
2018-12-01,KO,149,50.400001525878906
2018-12-01,MS,160,44.38999938964844
2018-12-01,MSFT,115,110.88999938964844
2018-12-01,NVDA,142,4.085750102996826
2018-12-01,PFE,207,43.861480712890625
2018-12-01,PG,136,94.51000213623047
2018-12-01,QQQ,202,169.3699951171875
2018-12-01,SPY,220,275.6499938964844
2018-12-01,UNH,215,281.3599853515625
2018-12-01,VUG,138,147.27999877929688
2018-12-01,WMT,204,32.54999923706055
2018-12-01,XLF,99,26.969999313354492
2018-12-01,XLV,96,95.87000274658203
2019-01-01,AAPL,56,39.435001373291016
2019-01-01,ABBV,106,92.19000244140625
2019-01-01,BAC,86,24.639999389648438
2019-01-01,COST,97,203.7100067138672
2019-01-01,EURUSD=X,73,1.1493064165115356
2019-01-01,META,97,131.08999633789062
2019-01-01,GBPUSD=X,170,1.2738043069839478
2019-01-01,GOOGL,131,52.24800109863281
2019-01-01,GS,174,167.0500030517578
2019-01-01,INTC,126,46.93000030517578
2019-01-01,JNJ,167,129.0500030517578
2019-01-01,JPM,244,97.62000274658203
2019-01-01,JPYUSD=X,219,0.009121591225266457
2019-01-01,KO,149,47.349998474121094
2019-01-01,MS,160,39.650001525878906
2019-01-01,MSFT,115,101.56999969482422
2019-01-01,NVDA,142,3.3375000953674316
2019-01-01,PFE,207,41.41366195678711
2019-01-01,PG,136,91.91999816894531
2019-01-01,QQQ,202,154.25999450683594
2019-01-01,SPY,220,249.9199981689453
2019-01-01,UNH,215,249.1199951171875
2019-01-01,VUG,138,134.3300018310547
2019-01-01,WMT,153,31.049999237060547
2019-01-01,XLF,158,23.81999969482422
2019-01-01,XLV,96,86.51000213623047
2019-02-01,AAPL,56,41.630001068115234
2019-02-01,ABBV,106,80.5
2019-02-01,BAC,86,28.3799991607666
2019-02-01,COST,97,210.27000427246094
2019-02-01,EURUSD=X,73,1.1449507474899292
2019-02-01,META,97,165.7100067138672
2019-02-01,GBPUSD=X,170,1.3109424114227295
2019-02-01,GOOGL,131,55.930999755859375
2019-02-01,GS,174,196.5399932861328
2019-02-01,INTC,126,48.72999954223633
2019-02-01,JNJ,167,134.1999969482422
2019-02-01,JPM,244,103.87999725341797
2019-02-01,JPYUSD=X,219,0.009187460877001286
2019-02-01,KO,149,48.70000076293945
2019-02-01,MS,160,41.81999969482422
2019-02-01,MSFT,115,102.77999877929688
2019-02-01,NVDA,142,3.6182498931884766
2019-02-01,PFE,207,40.68311309814453
2019-02-01,PG,136,97.47000122070312
2019-02-01,QQQ,202,167.4499969482422
2019-02-01,SPY,220,270.05999755859375
2019-02-01,UNH,215,268.7200012207031
2019-02-01,VUG,138,146.55999755859375
