Date,Symbol,Shares,PriceOnDate,Sector
2016-09-01,ABBV,62,64.02999877929688,Healthcare
2016-09-01,BAC,131,15.979999542236328,Financial Services
2016-09-01,COST,61,156.2100067138672,Consumer Defensive
2016-09-01,EURUSD=X,196,1.116071343421936,Other
2016-09-01,META,97,126.16999816894531,Communication Services
2016-09-01,GBPUSD=X,86,1.3133701086044312,Other
2016-09-01,GOOGL,54,39.56999969482422,Communication Services
2016-09-01,GS,148,168.50999450683594,Financial Services
2016-09-01,INTC,61,36.02000045776367,Technology
2016-09-01,JNJ,70,119.08000183105469,Healthcare
2016-09-01,JPM,223,67.20999908447266,Financial Services
2016-09-01,JPYUSD=X,204,0.009680354967713356,Other
2016-09-01,KO,154,43.349998474121094,Consumer Defensive
2016-09-01,MS,119,31.90999984741211,Financial Services
2016-09-01,MSFT,203,57.59000015258789,Technology
2016-09-01,NVDA,179,1.5787500143051147,Technology
2016-09-01,PFE,220,32.90322494506836,Healthcare
2016-09-01,PG,137,88.30999755859375,Consumer Defensive
2016-09-01,QQQ,52,116.73999786376953,Other
2016-09-01,SPY,209,217.38999938964844,Other
2016-09-01,UNH,184,135.74000549316406,Healthcare
2016-09-01,VUG,199,112.19999694824219,Other
2016-09-01,WMT,115,24.280000686645508,Consumer Defensive
2016-09-01,XLF,162,19.870023727416992,Other
2016-09-01,XLV,96,72.56999969482422,Other
2016-10-01,AAPL,232,28.262500762939453,Technology
2016-10-01,ABBV,62,63.06999969482422,Healthcare
2016-10-01,BAC,131,15.649999618530273,Financial Services
2016-10-01,COST,61,152.50999450683594,Consumer Defensive
2016-10-01,EURUSD=X,196,1.121956706047058,Other
2016-10-01,META,97,128.27000427246094,Communication Services
2016-10-01,GBPUSD=X,86,1.2963443994522095,Other
2016-10-01,GOOGL,54,40.202999114990234,Communication Services
2016-10-01,GS,148,161.27000427246094,Financial Services
2016-10-01,INTC,61,37.75,Technology
2016-10-01,JNJ,70,118.12999725341797,Healthcare
2016-10-01,JPM,223,66.58999633789062,Financial Services
2016-10-01,JPYUSD=X,204,0.0098815206438303,Other
2016-10-01,KO,154,42.31999969482422,Consumer Defensive
2016-10-01,MS,119,32.060001373291016,Financial Services
2016-10-01,MSFT,203,57.599998474121094,Technology
2016-10-01,NVDA,179,1.7130000591278076,Technology
2016-10-01,PFE,220,32.13472366333008,Healthcare
2016-10-01,PG,137,89.75,Consumer Defensive
2016-10-01,QQQ,52,118.72000122070312,Other
2016-10-01,SPY,209,216.3000030517578,Other
2016-10-01,UNH,123,140.0,Healthcare
2016-10-01,VUG,199,112.29000091552734,Other
2016-10-01,WMT,115,24.040000915527344,Consumer Defensive
2016-10-01,XLF,162,19.299999237060547,Other
2016-10-01,XLV,96,72.11000061035156,Other
2016-11-01,AAPL,232,27.872499465942383,Technology
2016-11-01,ABBV,62,56.45000076293945,Healthcare
2016-11-01,BAC,131,16.610000610351562,Financial Services
2016-11-01,COST,61,146.66000366210938,Consumer Defensive
2016-11-01,EURUSD=X,196,1.0973334312438965,Other
2016-11-01,META,97,129.5,Communication Services
2016-11-01,GBPUSD=X,86,1.2236906290054321,Other
2016-11-01,GOOGL,54,40.27399826049805,Communication Services
2016-11-01,GS,148,178.05999755859375,Financial Services
2016-11-01,INTC,61,34.52000045776367,Technology
2016-11-01,JNJ,136,115.33999633789062,Healthcare
2016-11-01,JPM,223,68.97000122070312,Financial Services
2016-11-01,JPYUSD=X,204,0.009540163911879063,Other
2016-11-01,KO,154,42.119998931884766,Consumer Defensive
2016-11-01,MS,119,33.36000061035156,Financial Services
2016-11-01,MSFT,203,59.79999923706055,Technology
2016-11-01,NVDA,179,1.7262500524520874,Technology
2016-11-01,PFE,220,29.478178024291992,Healthcare
2016-11-01,PG,137,86.8499984741211,Consumer Defensive
2016-11-01,QQQ,52,116.11000061035156,Other
2016-11-01,SPY,209,211.00999450683594,Other
2016-11-01,UNH,123,139.42999267578125,Healthcare
2016-11-01,VUG,199,108.51000213623047,Other
2016-11-01,WMT,115,23.100000381469727,Consumer Defensive
2016-11-01,XLF,99,19.65999984741211,Other
2016-11-01,XLV,96,67.0,Other
2016-12-01,AAPL,66,27.372499465942383,Technology
2016-12-01,ABBV,62,59.15999984741211,Healthcare
2016-12-01,BAC,131,21.5,Financial Services
2016-12-01,COST,61,151.74000549316406,Consumer Defensive
2016-12-01,EURUSD=X,196,1.0592098236083984,Other
2016-12-01,META,97,115.0999984741211,Communication Services
2016-12-01,GBPUSD=X,86,1.2517211437225342,Other
2016-12-01,GOOGL,54,38.21649932861328,Communication Services
2016-12-01,GS,148,226.6300048828125,Financial Services
2016-12-01,INTC,61,33.7599983215332,Technology
2016-12-01,JNJ,136,111.37999725341797,Healthcare
2016-12-01,JPM,223,81.79000091552734,Financial Services
2016-12-01,JPYUSD=X,204,0.008718851953744888,Other
2016-12-01,KO,154,40.16999816894531,Consumer Defensive
2016-12-01,MS,119,42.15999984741211,Financial Services
2016-12-01,MSFT,203,59.20000076293945,Technology
2016-12-01,NVDA,179,2.190999984741211,Technology
2016-12-01,PFE,220,29.84819793701172,Healthcare
2016-12-01,PG,137,81.86000061035156,Consumer Defensive
2016-12-01,QQQ,53,115.47000122070312,Other
2016-12-01,SPY,209,219.57000732421875,Other
2016-12-01,UNH,123,160.94000244140625,Healthcare
2016-12-01,VUG,138,109.31999969482422,Other
2016-12-01,WMT,115,23.55666732788086,Consumer Defensive
2016-12-01,XLF,99,22.899999618530273,Other
2016-12-01,XLV,96,68.25,Other
2017-01-01,AAPL,66,28.954999923706055,Technology
2017-01-01,ABBV,62,62.619998931884766,Healthcare
2017-01-01,BAC,131,22.100000381469727,Financial Services
2017-01-01,COST,61,160.11000061035156,Consumer Defensive
2017-01-01,EURUSD=X,169,1.0575296878814697,Other
2017-01-01,META,97,115.05000305175781,Communication Services
2017-01-01,GBPUSD=X,86,1.2288031578063965,Other
2017-01-01,GOOGL,54,39.622501373291016,Communication Services
2017-01-01,GS,148,239.4499969482422,Financial Services
2017-01-01,INTC,61,36.27000045776367,Technology
2017-01-01,JNJ,136,115.20999908447266,Healthcare
2017-01-01,JPM,223,86.29000091552734,Financial Services
2017-01-01,JPYUSD=X,204,0.008600892499089241,Other
2017-01-01,KO,154,41.459999084472656,Consumer Defensive
2017-01-01,MS,119,42.25,Financial Services
2017-01-01,MSFT,203,62.13999938964844,Technology
2017-01-01,NVDA,179,2.6684999465942383,Technology
2017-01-01,PFE,220,30.81593894958496,Healthcare
2017-01-01,PG,137,84.08000183105469,Consumer Defensive
2017-01-01,QQQ,53,118.4800033569336,Other
2017-01-01,SPY,209,223.52999877929688,Other
2017-01-01,UNH,123,160.0399932861328,Healthcare
2017-01-01,VUG,138,111.4800033569336,Other
2017-01-01,WMT,115,23.040000915527344,Consumer Defensive
2017-01-01,XLF,99,23.25,Other
2017-01-01,XLV,96,68.94000244140625,Other
2017-02-01,AAPL,66,32.1875,Technology
2017-02-01,ABBV,62,60.88999938964844,Healthcare
2017-02-01,BAC,131,22.889999389648438,Financial Services
2017-02-01,COST,61,161.86000061035156,Consumer Defensive
2017-02-01,EURUSD=X,169,1.0803803205490112,Other
2017-02-01,META,97,133.22999572753906,Communication Services
2017-02-01,GBPUSD=X,86,1.2589701414108276,Other
2017-02-01,GOOGL,54,40.762001037597656,Communication Services
2017-02-01,GS,148,230.6699981689453,Financial Services
2017-02-01,INTC,61,36.52000045776367,Technology
2017-02-01,JNJ,136,113.2300033569336,Healthcare
2017-02-01,JPM,223,84.94999694824219,Financial Services
2017-02-01,JPYUSD=X,204,0.008869730867445469,Other
2017-02-01,KO,149,41.2599983215332,Consumer Defensive
2017-02-01,MS,119,42.70000076293945,Financial Services
2017-02-01,MSFT,203,63.58000183105469,Technology
2017-02-01,NVDA,179,2.848750114440918,Technology
2017-02-01,PFE,220,30.04743766784668,Healthcare
2017-02-01,PG,244,87.33000183105469,Consumer Defensive
2017-02-01,QQQ,53,125.43000030517578,Other
2017-02-01,SPY,209,227.6199951171875,Other
2017-02-01,UNH,123,162.7100067138672,Healthcare
2017-02-01,VUG,138,115.83999633789062,Other
2017-02-01,WMT,115,22.07666778564453,Consumer Defensive
2017-02-01,XLF,99,23.34000015258789,Other
2017-02-01,XLV,96,71.12999725341797,Other
2017-03-01,AAPL,66,34.9474983215332,Technology
2017-03-01,ABBV,62,62.83000183105469,Healthcare
2017-03-01,BAC,131,25.5,Financial Services
2017-03-01,COST,61,177.86000061035156,Consumer Defensive
2017-03-01,EURUSD=X,169,1.0569148063659668,Other
2017-03-01,META,97,137.4199981689453,Communication Services
2017-03-01,GBPUSD=X,86,1.2378076314926147,Other
2017-03-01,GOOGL,54,42.837501525878906,Communication Services
2017-03-01,GS,148,252.7100067138672,Financial Services
2017-03-01,INTC,61,35.93000030517578,Technology
2017-03-01,JNJ,136,123.86000061035156,Healthcare
2017-03-01,JPM,223,93.5999984741211,Financial Services
2017-03-01,JPYUSD=X,204,0.008843530900776386,Other
2017-03-01,KO,149,42.15999984741211,Consumer Defensive
2017-03-01,MS,119,46.810001373291016,Financial Services
2017-03-01,MSFT,203,64.94000244140625,Technology
2017-03-01,NVDA,179,2.5697500705718994,Technology
2017-03-01,PFE,220,32.65654754638672,Healthcare
2017-03-01,PG,244,91.66000366210938,Consumer Defensive
2017-03-01,QQQ,53,131.44000244140625,Other
2017-03-01,SPY,209,239.77999877929688,Other
2017-03-01,UNH,123,167.94000244140625,Healthcare
2017-03-01,VUG,138,121.95999908447266,Other
2017-03-01,WMT,115,23.483333587646484,Consumer Defensive
2017-03-01,XLF,99,25.239999771118164,Other
2017-03-01,XLV,96,75.73999786376953,Other
2017-04-01,AAPL,66,35.915000915527344,Technology
2017-04-01,ABBV,62,65.16000366210938,Healthcare
2017-04-01,BAC,131,23.59000015258789,Financial Services
2017-04-01,COST,61,167.69000244140625,Consumer Defensive
2017-04-01,EURUSD=X,169,1.0687072277069092,Other
2017-04-01,META,97,142.0500030517578,Communication Services
2017-04-01,GBPUSD=X,86,1.2478474378585815,Other
2017-04-01,GOOGL,54,42.38999938964844,Communication Services
2017-04-01,GS,148,229.72000122070312,Financial Services
2017-04-01,INTC,61,36.06999969482422,Technology
2017-04-01,JNJ,136,124.55000305175781,Healthcare
2017-04-01,JPM,244,87.83999633789062,Financial Services
2017-04-01,JPYUSD=X,204,0.008946464397013187,Other
2017-04-01,KO,149,42.439998626708984,Consumer Defensive
2017-04-01,MS,119,42.84000015258789,Financial Services
2017-04-01,MSFT,203,65.86000061035156,Technology
2017-04-01,NVDA,179,2.723249912261963,Technology
2017-04-01,PFE,220,32.457305908203125,Healthcare
2017-04-01,PG,244,89.8499984741211,Consumer Defensive
2017-04-01,QQQ,53,132.3800048828125,Other
2017-04-01,SPY,209,235.74000549316406,Other
2017-04-01,UNH,123,164.00999450683594,Healthcare
2017-04-01,VUG,138,121.66000366210938,Other
2017-04-01,WMT,115,24.02666664123535,Consumer Defensive
2017-04-01,XLF,99,23.729999542236328,Other
2017-04-01,XLV,96,74.36000061035156,Other
2017-05-01,AAPL,202,36.64500045776367,Technology
2017-05-01,ABBV,62,66.4800033569336,Healthcare
2017-05-01,BAC,131,23.610000610351562,Financial Services
2017-05-01,COST,61,177.86000061035156,Consumer Defensive
2017-05-01,EURUSD=X,169,1.0907504558563232,Other
2017-05-01,META,97,152.4600067138672,Communication Services
2017-05-01,GBPUSD=X,86,1.2931592464447021,Other
2017-05-01,GOOGL,54,46.64099884033203,Communication Services
2017-05-01,GS,148,224.85000610351562,Financial Services
2017-05-01,INTC,61,36.310001373291016,Technology
2017-05-01,JNJ,136,123.33999633789062,Healthcare
2017-05-01,JPM,244,87.05999755859375,Financial Services
2017-05-01,JPYUSD=X,204,0.008984564803540707,Other
2017-05-01,KO,149,43.220001220703125,Consumer Defensive
2017-05-01,MS,119,43.7400016784668,Financial Services
2017-05-01,MSFT,203,69.41000366210938,Technology
2017-05-01,NVDA,179,2.6659998893737793,Technology
2017-05-01,PFE,220,32.04933547973633,Healthcare
2017-05-01,PG,244,87.08999633789062,Consumer Defensive
2017-05-01,QQQ,53,137.1999969482422,Other
2017-05-01,SPY,209,238.67999267578125,Other
2017-05-01,UNH,123,174.58999633789062,Healthcare
2017-05-01,VUG,138,124.98999786376953,Other
2017-05-01,WMT,115,25.07666778564453,Consumer Defensive
2017-05-01,XLF,99,23.68000030517578,Other
2017-05-01,XLV,96,75.66999816894531,Other
2017-06-01,AAPL,202,38.29499816894531,Technology
2017-06-01,ABBV,62,66.70999908447266,Healthcare
2017-06-01,BAC,131,22.6299991607666,Financial Services
2017-06-01,COST,61,180.6300048828125,Consumer Defensive
2017-06-01,EURUSD=X,169,1.1243535280227661,Other
2017-06-01,META,97,151.52999877929688,Communication Services
2017-06-01,GBPUSD=X,86,1.2875481843948364,Other
2017-06-01,GOOGL,54,49.41450119018555,Communication Services
2017-06-01,GS,148,215.00999450683594,Financial Services
2017-06-01,INTC,244,36.119998931884766,Technology
2017-06-01,JNJ,136,128.77999877929688,Healthcare
2017-06-01,JPM,244,83.05999755859375,Financial Services
2017-06-01,JPYUSD=X,204,0.009025597013533115,Other
2017-06-01,KO,149,45.790000915527344,Consumer Defensive
2017-06-01,MS,119,42.61000061035156,Financial Services
2017-06-01,MSFT,203,70.0999984741211,Technology
2017-06-01,NVDA,179,3.6089999675750732,Technology
2017-06-01,PFE,220,31.034156799316406,Healthcare
2017-06-01,PG,244,88.12999725341797,Consumer Defensive
2017-06-01,QQQ,53,141.83999633789062,Other
2017-06-01,SPY,209,243.36000061035156,Other
2017-06-01,UNH,123,179.5800018310547,Healthcare
2017-06-01,VUG,138,128.8800048828125,Other
2017-06-01,WMT,115,26.60333251953125,Consumer Defensive
2017-06-01,XLF,99,23.540000915527344,Other
2017-06-01,XLV,96,76.91999816894531,Other
2017-07-01,AAPL,202,36.005001068115234,Technology
2017-07-01,ABBV,62,72.51000213623047,Healthcare
2017-07-01,BAC,131,24.260000228881836,Financial Services
2017-07-01,COST,61,159.92999267578125,Consumer Defensive
2017-07-01,EURUSD=X,169,1.144164800643921,Other
2017-07-01,META,97,150.97999572753906,Communication Services
2017-07-01,GBPUSD=X,86,1.3011176586151123,Other
2017-07-01,GOOGL,54,46.48400115966797,Communication Services
2017-07-01,GS,174,221.89999389648438,Financial Services
2017-07-01,INTC,244,33.7400016784668,Technology
2017-07-01,JNJ,136,132.2899932861328,Healthcare
2017-07-01,JPM,244,91.4000015258789,Financial Services
2017-07-01,JPYUSD=X,204,0.008927853778004646,Other
2017-07-01,KO,149,44.849998474121094,Consumer Defensive
2017-07-01,MS,119,44.560001373291016,Financial Services
2017-07-01,MSFT,203,68.93000030517578,Technology
2017-07-01,NVDA,179,3.614000082015991,Technology
2017-07-01,PFE,220,31.869070053100586,Healthcare
2017-07-01,PG,244,87.1500015258789,Consumer Defensive
2017-07-01,QQQ,53,137.63999938964844,Other
2017-07-01,SPY,134,241.8000030517578,Other
2017-07-01,UNH,123,185.4199981689453,Healthcare
2017-07-01,VUG,138,127.04000091552734,Other
2017-07-01,WMT,115,25.226667404174805,Consumer Defensive
2017-07-01,XLF,99,24.670000076293945,Other
2017-07-01,XLV,96,79.23999786376953,Other
2017-08-01,AAPL,202,37.51250076293945,Technology
2017-08-01,ABBV,62,70.37999725341797,Healthcare
2017-08-01,BAC,131,24.450000762939453,Financial Services
2017-08-01,COST,61,159.72000122070312,Consumer Defensive
2017-08-01,EURUSD=X,169,1.182410478591919,Other
2017-08-01,META,97,169.86000061035156,Communication Services
2017-08-01,GBPUSD=X,86,1.3195397853851318,Other
2017-08-01,GOOGL,150,47.327999114990234,Communication Services
2017-08-01,GS,174,227.0,Financial Services
2017-08-01,INTC,244,36.349998474121094,Technology
2017-08-01,JNJ,136,132.50999450683594,Healthcare
2017-08-01,JPM,244,93.02999877929688,Financial Services
2017-08-01,JPYUSD=X,204,0.009061336517333984,Other
2017-08-01,KO,149,45.70000076293945,Consumer Defensive
2017-08-01,MS,119,47.209999084472656,Financial Services
2017-08-01,MSFT,203,72.58000183105469,Technology
2017-08-01,NVDA,179,4.112249851226807,Technology
2017-08-01,PFE,220,31.38519859313965,Healthcare
2017-08-01,PG,244,91.0999984741211,Consumer Defensive
2017-08-01,QQQ,53,143.55999755859375,Other
2017-08-01,SPY,134,247.32000732421875,Other
2017-08-01,UNH,123,192.22999572753906,Healthcare
2017-08-01,VUG,138,130.5500030517578,Other
2017-08-01,WMT,115,26.833332061767578,Consumer Defensive
2017-08-01,XLF,99,25.270000457763672,Other
2017-08-01,XLV,96,79.70999908447266,Other
2017-09-01,AAPL,202,41.01250076293945,Technology
2017-09-01,ABBV,62,75.41999816894531,Healthcare
2017-09-01,BAC,131,24.09000015258789,Financial Services
2017-09-01,COST,61,158.24000549316406,Consumer Defensive
2017-09-01,EURUSD=X,169,1.1910432577133179,Other
2017-09-01,META,97,172.02000427246094,Communication Services
2017-09-01,GBPUSD=X,86,1.2941633462905884,Other
2017-09-01,GOOGL,150,47.5994987487793,Communication Services
2017-09-01,GS,174,225.8800048828125,Financial Services
2017-09-01,INTC,244,35.09000015258789,Technology
2017-09-01,JNJ,136,131.02999877929688,Healthcare
2017-09-01,JPM,244,91.69999694824219,Financial Services
2017-09-01,JPYUSD=X,204,0.009080260992050171,Other
2017-09-01,KO,149,45.779998779296875,Consumer Defensive
2017-09-01,MS,119,46.189998626708984,Financial Services
2017-09-01,MSFT,203,73.94000244140625,Technology
2017-09-01,NVDA,179,4.261499881744385,Technology
2017-09-01,PFE,220,32.220115661621094,Healthcare
2017-09-01,PG,244,92.52999877929688,Consumer Defensive
2017-09-01,QQQ,53,146.0,Other
2017-09-01,SPY,134,247.83999633789062,Other
2017-09-01,UNH,123,199.75,Healthcare
2017-09-01,VUG,138,131.9499969482422,Other
2017-09-01,WMT,115,26.123332977294922,Consumer Defensive
2017-09-01,XLF,99,24.770000457763672,Other
2017-09-01,XLV,96,81.2300033569336,Other
2017-10-01,AAPL,202,38.529998779296875,Technology
2017-10-01,ABBV,62,88.86000061035156,Healthcare
2017-10-01,BAC,131,25.34000015258789,Financial Services
2017-10-01,COST,61,164.2899932861328,Consumer Defensive
2017-10-01,EURUSD=X,169,1.178175449371338,Other
2017-10-01,META,97,170.8699951171875,Communication Services
2017-10-01,GBPUSD=X,86,1.343021035194397,Other
2017-10-01,GOOGL,150,48.68600082397461,Communication Services
2017-10-01,GS,174,237.19000244140625,Financial Services
2017-10-01,INTC,244,38.08000183105469,Technology
2017-10-01,JNJ,136,130.00999450683594,Healthcare
2017-10-01,JPM,244,95.51000213623047,Financial Services
2017-10-01,JPYUSD=X,219,0.008891496807336807,Other
2017-10-01,KO,149,45.0099983215332,Consumer Defensive
2017-10-01,MS,119,48.16999816894531,Financial Services
2017-10-01,MSFT,203,74.48999786376953,Technology
2017-10-01,NVDA,179,4.469250202178955,Technology
2017-10-01,PFE,220,33.870967864990234,Healthcare
2017-10-01,PG,244,90.9800033569336,Consumer Defensive
2017-10-01,QQQ,53,145.4499969482422,Other
2017-10-01,SPY,134,251.22999572753906,Other
2017-10-01,UNH,123,195.85000610351562,Healthcare
2017-10-01,VUG,138,132.75,Other
2017-10-01,WMT,115,26.046667098999023,Consumer Defensive
2017-10-01,XLF,99,25.860000610351562,Other
2017-10-01,XLV,96,81.7300033569336,Other
2017-11-01,AAPL,202,41.72249984741211,Technology
2017-11-01,ABBV,62,92.44000244140625,Healthcare
2017-11-01,BAC,131,27.530000686645508,Financial Services
2017-11-01,COST,61,162.69000244140625,Consumer Defensive
2017-11-01,EURUSD=X,169,1.165175199508667,Other
2017-11-01,META,97,182.66000366210938,Communication Services
2017-11-01,GBPUSD=X,86,1.3292216062545776,Other
2017-11-01,GOOGL,150,52.130001068115234,Communication Services
2017-11-01,GS,174,244.25999450683594,Financial Services
2017-11-01,INTC,126,46.709999084472656,Technology
2017-11-01,JNJ,136,139.97999572753906,Healthcare
2017-11-01,JPM,244,100.91999816894531,Financial Services
2017-11-01,JPYUSD=X,219,0.00879894383251667,Other
2017-11-01,KO,149,45.79999923706055,Consumer Defensive
2017-11-01,MS,119,49.630001068115234,Financial Services
2017-11-01,MSFT,203,83.18000030517578,Technology
2017-11-01,NVDA,179,5.179999828338623,Technology
2017-11-01,PFE,220,33.45351028442383,Healthcare
2017-11-01,PG,244,86.88999938964844,Consumer Defensive
2017-11-01,QQQ,53,152.10000610351562,Other
2017-11-01,SPY,138,257.489990234375,Other
2017-11-01,UNH,123,209.52999877929688,Healthcare
2017-11-01,VUG,138,136.5800018310547,Other
2017-11-01,WMT,115,29.31333351135254,Consumer Defensive
2017-11-01,XLF,99,26.639999389648438,Other
2017-11-01,XLV,96,81.30999755859375,Other
2017-12-01,AAPL,202,42.76250076293945,Technology
2017-12-01,ABBV,62,96.31999969482422,Healthcare
2017-12-01,BAC,131,28.100000381469727,Financial Services
2017-12-01,COST,61,185.1300048828125,Consumer Defensive
2017-12-01,EURUSD=X,169,1.1898245811462402,Other
2017-12-01,META,97,175.10000610351562,Communication Services
2017-12-01,GBPUSD=X,170,1.3529969453811646,Other
2017-12-01,GOOGL,150,51.253501892089844,Communication Services
2017-12-01,GS,174,248.9499969482422,Financial Services
2017-12-01,INTC,126,44.68000030517578,Technology
2017-12-01,JNJ,167,139.97999572753906,Healthcare
2017-12-01,JPM,244,104.79000091552734,Financial Services
2017-12-01,JPYUSD=X,219,0.008884466253221035,Other
2017-12-01,KO,149,45.970001220703125,Consumer Defensive
2017-12-01,MS,101,51.95000076293945,Financial Services
2017-12-01,MSFT,203,84.26000213623047,Technology
2017-12-01,NVDA,179,4.941999912261963,Technology
2017-12-01,PFE,220,34.487667083740234,Healthcare
2017-12-01,PG,244,90.36000061035156,Consumer Defensive
2017-12-01,QQQ,53,154.49000549316406,Other
2017-12-01,SPY,220,264.4599914550781,Other
2017-12-01,UNH,123,226.77999877929688,Healthcare
2017-12-01,VUG,138,139.5,Other
2017-12-01,WMT,115,32.45000076293945,Consumer Defensive
2017-12-01,XLF,99,27.579999923706055,Other
2017-12-01,XLV,96,83.30000305175781,Other
2018-01-01,AAPL,202,42.307498931884766,Technology
2018-01-01,ABBV,62,96.70999908447266,Healthcare
2018-01-01,BAC,131,29.520000457763672,Financial Services
2018-01-01,COST,61,186.1199951171875,Consumer Defensive
2018-01-01,EURUSD=X,169,1.200494647026062,Other
2018-01-01,META,97,176.4600067138672,Communication Services
2018-01-01,GBPUSD=X,170,1.351607084274292,Other
2018-01-01,GOOGL,150,52.66999816894531,Communication Services
2018-01-01,GS,174,254.75999450683594,Financial Services
2018-01-01,INTC,126,46.15999984741211,Technology
2018-01-01,JNJ,167,139.72000122070312,Healthcare
2018-01-01,JPM,244,106.94000244140625,Financial Services
2018-01-01,JPYUSD=X,219,0.008875791914761066,Other
2018-01-01,KO,149,45.880001068115234,Consumer Defensive
2018-01-01,MS,101,52.470001220703125,Financial Services
2018-01-01,MSFT,203,85.54000091552734,Technology
2018-01-01,NVDA,179,4.837500095367432,Technology
2018-01-01,PFE,220,34.36432647705078,Healthcare
2018-01-01,PG,244,91.87999725341797,Consumer Defensive
2018-01-01,QQQ,53,155.75999450683594,Other
2018-01-01,SPY,220,266.8599853515625,Other
2018-01-01,UNH,123,220.4600067138672,Healthcare
2018-01-01,VUG,138,140.64999389648438,Other
2018-01-01,WMT,115,32.91666793823242,Consumer Defensive
2018-01-01,XLF,99,27.90999984741211,Other
2018-01-01,XLV,96,82.68000030517578,Other
2018-02-01,AAPL,202,41.94499969482422,Technology
2018-02-01,ABBV,62,116.33999633789062,Healthcare
2018-02-01,BAC,131,32.5,Financial Services
2018-02-01,COST,61,193.47000122070312,Consumer Defensive
2018-02-01,EURUSD=X,169,1.241865873336792,Other
2018-02-01,META,97,193.08999633789062,Communication Services
2018-02-01,GBPUSD=X,170,1.420051097869873,Other
2018-02-01,GOOGL,150,59.079498291015625,Communication Services
2018-02-01,GS,174,272.2300109863281,Financial Services
2018-02-01,INTC,126,47.650001525878906,Technology
2018-02-01,JNJ,167,140.02000427246094,Healthcare
2018-02-01,JPM,244,116.87000274658203,Financial Services
2018-02-01,JPYUSD=X,219,0.009157425723969936,Other
2018-02-01,KO,149,47.45000076293945,Consumer Defensive
2018-02-01,MS,101,57.45000076293945,Financial Services
2018-02-01,MSFT,203,94.26000213623047,Technology
2018-02-01,NVDA,179,6.012499809265137,Technology
2018-02-01,PFE,220,34.94307327270508,Healthcare
2018-02-01,PG,244,85.8499984741211,Consumer Defensive
2018-02-01,QQQ,53,167.9600067138672,Other
2018-02-01,SPY,220,281.5799865722656,Other
2018-02-01,UNH,123,235.22000122070312,Healthcare
2018-02-01,VUG,138,149.6699981689453,Other
2018-02-01,WMT,115,35.17333221435547,Consumer Defensive
2018-02-01,XLF,99,30.020000457763672,Other
2018-02-01,XLV,96,88.12999725341797,Other
2018-03-01,AAPL,202,43.75,Technology
2018-03-01,ABBV,62,113.83999633789062,Healthcare
2018-03-01,BAC,131,31.479999542236328,Financial Services
2018-03-01,COST,61,189.02999877929688,Consumer Defensive
2018-03-01,EURUSD=X,169,1.2191256284713745,Other
2018-03-01,META,97,175.94000244140625,Communication Services
2018-03-01,GBPUSD=X,170,1.375421166419983,Other
2018-03-01,GOOGL,150,53.570499420166016,Communication Services
2018-03-01,GS,174,256.7799987792969,Financial Services
2018-03-01,INTC,126,47.84000015258789,Technology
2018-03-01,JNJ,167,127.27999877929688,Healthcare
2018-03-01,JPM,244,113.43000030517578,Financial Services
2018-03-01,JPYUSD=X,219,0.009377344511449337,Other
2018-03-01,KO,149,43.43000030517578,Consumer Defensive
2018-03-01,MS,101,54.4900016784668,Financial Services
2018-03-01,MSFT,203,92.8499984741211,Technology
2018-03-01,NVDA,179,5.80525016784668,Technology
2018-03-01,PFE,159,33.8045539855957,Healthcare
2018-03-01,PG,184,78.69999694824219,Consumer Defensive
2018-03-01,QQQ,53,164.47999572753906,Other
2018-03-01,SPY,220,267.70001220703125,Other
2018-03-01,UNH,123,224.4499969482422,Healthcare
2018-03-01,VUG,138,143.9199981689453,Other
2018-03-01,WMT,115,29.69333267211914,Consumer Defensive
2018-03-01,XLF,99,28.3700008392334,Other
2018-03-01,XLV,96,82.80000305175781,Other
2018-04-01,AAPL,202,41.94499969482422,Technology
2018-04-01,ABBV,62,94.6500015258789,Healthcare
2018-04-01,BAC,131,29.989999771118164,Financial Services
2018-04-01,COST,61,188.42999267578125,Consumer Defensive
2018-04-01,EURUSD=X,169,1.2302846908569336,Other
2018-04-01,META,97,159.7899932861328,Communication Services
2018-04-01,GBPUSD=X,170,1.4029377698898315,Other
2018-04-01,GOOGL,150,51.856998443603516,Communication Services
2018-04-01,GS,174,251.86000061035156,Financial Services
2018-04-01,INTC,126,52.08000183105469,Technology
2018-04-01,JNJ,167,128.14999389648438,Healthcare
2018-04-01,JPM,244,109.97000122070312,Financial Services
2018-04-01,JPYUSD=X,219,0.009391523897647858,Other
2018-04-01,KO,149,43.43000030517578,Consumer Defensive
2018-04-01,MS,101,53.959999084472656,Financial Services
2018-04-01,MSFT,203,91.2699966430664,Technology
2018-04-01,NVDA,179,5.789750099182129,Technology
2018-04-01,PFE,159,33.67172622680664,Healthcare
2018-04-01,PG,184,79.27999877929688,Consumer Defensive
2018-04-01,QQQ,53,160.1300048828125,Other
2018-04-01,SPY,220,263.1499938964844,Other
2018-04-01,UNH,123,214.0,Healthcare
2018-04-01,VUG,138,141.8800048828125,Other
2018-04-01,WMT,115,29.656667709350586,Consumer Defensive
2018-04-01,XLF,99,27.56999969482422,Other
2018-04-01,XLV,96,81.4000015258789,Other
2018-05-01,AAPL,202,42.275001525878906,Technology
2018-05-01,ABBV,62,102.06999969482422,Healthcare
2018-05-01,BAC,131,29.950000762939453,Financial Services
